Day,Hour,Temp,PredictedKwh
12/31/2014,14,28.94,82.77797062
12/31/2014,15,28.04,80.2912185
12/31/2014,16,26.96,77.308906
12/31/2014,17,26.06,74.82513728
12/31/2014,18,26.06,74.82513728
12/31/2014,19,24.98,2.401891163
12/31/2014,20,24.98,2.401891163
12/31/2014,21,23,-3.054046478
12/31/2014,22,21.92,-6.027246034
12/31/2014,23,21.92,-6.027246034
