"Day","Hour","Temp","kwh"
"12/9/2014",15,46.58,122.676772763591
"12/9/2014",16,48.02,124.700814446624
"12/9/2014",17,48.14,124.871609473729
"12/9/2014",18,48.44,125.299939449161
"12/9/2014",19,48.92,81.7220687823177
"12/9/2014",20,48.56,81.2319781666948
"12/9/2014",21,48.92,81.7220687823177
"12/9/2014",22,48.92,81.7220687823177
"12/9/2014",23,48.92,81.7220687823177
"12/10/2014",0,46.04,86.5316911154968
"12/10/2014",1,44.96,84.9384698946548
"12/10/2014",2,42.98,82.0798675588131
"12/10/2014",3,42.08,80.8172089814906
"12/10/2014",4,42.08,80.8172089814906
"12/10/2014",5,42.2,80.9838806759919
"12/10/2014",6,41,79.3436222447951
"12/10/2014",7,41.9,125.13014003995
"12/10/2014",8,41,123.817013807642
"12/10/2014",9,41,123.817013807642
"12/10/2014",10,41.36,124.340814800333
"12/10/2014",11,42.56,126.0998044511
"12/10/2014",12,42.44,125.923162618903
"12/10/2014",13,42.56,126.0998044511
"12/10/2014",14,41,123.817013807642
"12/10/2014",15,39.92,122.259080127315
"12/10/2014",16,39.92,122.259080127315
"12/10/2014",17,39.11,121.105616828408
"12/10/2014",18,39.11,121.105616828408
"12/10/2014",19,39.02,76.7496243578862
"12/10/2014",20,39.14,76.9043615676803
"12/10/2014",21,37.94,75.3661826462553
"12/10/2014",22,39.02,76.7496243578862
"12/10/2014",23,39.02,76.7496243578862
"12/11/2014",0,39.14,85.9238974571833
"12/11/2014",1,39.155,85.9465340004457
"12/11/2014",2,37.94,84.1225403096091
"12/11/2014",3,37.94,84.1225403096091
"12/11/2014",4,37.04,82.7849064191086
"12/11/2014",5,35.96,81.1966966563438
"12/11/2014",6,35.06,79.8888168403365
"12/11/2014",7,35.33,124.776026598783
"12/11/2014",8,35.33,124.776026598783
"12/11/2014",9,34.43,123.430847147054
"12/11/2014",10,33.98,122.762684961732
"12/11/2014",11,33.89,122.629425190319
"12/11/2014",12,33.656,122.283547253659
"12/11/2014",13,33.86,122.585033432
"12/11/2014",14,33.86,122.585033432
"12/11/2014",15,33.98,122.762684961732
"12/11/2014",16,33.89,122.629425190319
"12/11/2014",17,33.98,122.762684961732
"12/11/2014",18,33.08,121.435951172601
"12/11/2014",19,33.08,77.0688840142832
"12/11/2014",20,32,75.5687898231654
"12/11/2014",21,32,75.5687898231654
"12/11/2014",22,32,75.5687898231654
"12/11/2014",23,32,75.5687898231654
"12/12/2014",0,32,84.7651287472765
"12/12/2014",1,30.92,83.1232384474096
"12/12/2014",2,30.92,83.1232384474096
"12/12/2014",3,30.92,83.1232384474096
"12/12/2014",4,30.92,83.1232384474096
"12/12/2014",5,32,84.7651287472765
"12/12/2014",6,32,84.7651287472765
"12/12/2014",7,32,129.467520350131
"12/12/2014",8,33.98,132.560104737776
"12/12/2014",9,35.06,134.257286380193
"12/12/2014",10,36.32,136.245146561822
"12/12/2014",11,35.96,135.676390282371
"12/12/2014",12,37.04,137.384432104556
"12/12/2014",13,37.67,138.383124916897
"12/12/2014",14,37.94,138.811624478592
"12/12/2014",15,37.94,138.811624478592
"12/12/2014",16,37.04,137.384432104556
"12/12/2014",17,35.96,135.676390282371
"12/12/2014",18,36.68,136.81450182815
"12/12/2014",19,35.33,89.9002700511518
"12/12/2014",20,33.98,87.806667414981
"12/12/2014",21,33.98,87.806667414981
"12/12/2014",22,33.98,87.806667414981
"12/12/2014",23,33.08,86.4195010353479
"12/13/2014",0,33.08,84.5256870928224
"12/13/2014",1,33.08,84.5256870928224
"12/13/2014",2,33.08,84.5256870928224
"12/13/2014",3,32,82.7917695255361
"12/13/2014",4,32,82.7917695255361
"12/13/2014",5,32,82.7917695255361
"12/13/2014",6,32,82.7917695255361
"12/13/2014",7,33.08,129.442576751511
"12/13/2014",8,33.8,130.602726566465
"12/13/2014",9,35.06,132.63429941232
"12/13/2014",10,35.96,134.086337021263
"12/13/2014",11,37.94,137.283107887346
"12/13/2014",12,39.92,140.48249179973
"12/13/2014",13,41,142.22851528632
"12/13/2014",14,41,142.22851528632
"12/13/2014",15,39.92,140.48249179973
"12/13/2014",16,39.02,139.027939508776
"12/13/2014",17,39.02,139.027939508776
"12/13/2014",18,37.94,137.283107887346
"12/13/2014",19,37.04,90.8985274808664
"12/13/2014",20,35.96,89.1584596033433
"12/13/2014",21,33.98,85.972129278645
"12/13/2014",22,33.98,85.972129278645
"12/13/2014",23,33.08,84.5256870928224
"12/14/2014",0,33.98,57.5549201587663
"12/14/2014",1,33.98,57.5549201587663
"12/14/2014",2,33.98,57.5549201587663
"12/14/2014",3,33.98,57.5549201587663
"12/14/2014",4,33.08,57.5778503273325
"12/14/2014",5,33.98,57.5549201587663
"12/14/2014",6,33.98,57.5549201587663
"12/14/2014",7,33.98,97.4363136673561
"12/14/2014",8,35.42,97.6270546454117
"12/14/2014",9,37.04,97.9898580776866
"12/14/2014",10,39.02,98.6754306371377
"12/14/2014",11,41,99.6462826238793
"12/14/2014",12,42.98,100.9057682162
"12/14/2014",13,44.06,101.711061444622
"12/14/2014",14,44.06,101.711061444622
"12/14/2014",15,42.98,100.9057682162
"12/14/2014",16,41,99.6462826238793
"12/14/2014",17,39.92,99.0807867312941
"12/14/2014",18,37.94,98.2670140909562
"12/14/2014",19,37.04,57.6384113501043
"12/14/2014",20,35.06,57.5487118213612
"12/14/2014",21,35.06,57.5487118213612
"12/14/2014",22,33.98,57.5549201587663
"12/14/2014",23,33.98,57.5549201587663
"12/15/2014",0,33.98,70.2800001284079
"12/15/2014",1,33.08,70.1773496844364
"12/15/2014",2,33.08,70.1773496844364
"12/15/2014",3,33.08,70.1773496844364
"12/15/2014",4,33.08,70.1773496844364
"12/15/2014",5,33.08,70.1773496844364
"12/15/2014",6,32,70.087758402473
