"Day","Hour","Temp","kwh"
"12/24/2014",9,42.98,95.2555685137027
"12/24/2014",10,44.96,95.2555685137027
"12/24/2014",11,44.96,95.2555685137027
"12/24/2014",12,44.96,95.2555685137027
"12/24/2014",13,44.96,56.3471136776725
"12/24/2014",14,44.96,56.3471136776725
"12/24/2014",15,44.96,56.3471136776725
"12/24/2014",16,46.04,56.3471136776725
"12/24/2014",17,44.78,56.3471136776725
"12/24/2014",18,46.22,56.3471136776725
"12/24/2014",19,46.04,50.6871367371064
"12/24/2014",20,44.78,50.6871367371064
"12/24/2014",21,44.78,50.6871367371064
"12/24/2014",22,46.04,50.6871367371064
"12/24/2014",23,44.96,50.6871367371064
"12/25/2014",0,44.78,50.6871367371064
"12/25/2014",1,44.72,50.6871367371064
"12/25/2014",2,46.94,50.6871367371064
"12/25/2014",3,57.92,78.9336569780762
"12/25/2014",4,58.46,78.9336569780762
"12/25/2014",5,57.56,78.9336569780762
"12/25/2014",6,57.56,78.9336569780762
"12/25/2014",7,55.67,131.330243534597
"12/25/2014",8,57.02,131.330243534597
"12/25/2014",9,53.96,131.330243534597
"12/25/2014",10,51.98,131.330243534597
"12/25/2014",11,50,131.330243534597
"12/25/2014",12,51.08,131.330243534597
"12/25/2014",13,51.08,131.330243534597
"12/25/2014",14,50,131.330243534597
"12/25/2014",15,48.02,56.3471136776725
"12/25/2014",16,46.94,56.3471136776725
"12/25/2014",17,46.94,56.3471136776725
"12/25/2014",18,46.94,56.3471136776725
"12/25/2014",19,46.04,50.6871367371064
"12/25/2014",20,46.04,50.6871367371064
"12/25/2014",21,44.96,50.6871367371064
"12/25/2014",22,44.96,50.6871367371064
"12/25/2014",23,44.06,50.6871367371064
"12/26/2014",0,42.98,50.6871367371064
"12/26/2014",1,42.08,50.6871367371064
"12/26/2014",2,42.08,50.6871367371064
"12/26/2014",3,39.92,50.6871367371064
"12/26/2014",4,41,50.6871367371064
"12/26/2014",5,37.94,50.6871367371064
"12/26/2014",6,37.94,50.6871367371064
"12/26/2014",7,39.02,95.2555685137027
"12/26/2014",8,42.98,95.2555685137027
"12/26/2014",9,44.96,95.2555685137027
"12/26/2014",10,46.04,95.2555685137027
"12/26/2014",11,46.94,95.2555685137027
"12/26/2014",12,48.02,95.2555685137027
"12/26/2014",13,48.92,131.330243534597
"12/26/2014",14,48.92,131.330243534597
"12/26/2014",15,48.02,56.3471136776725
"12/26/2014",16,48.02,56.3471136776725
"12/26/2014",17,46.04,56.3471136776725
"12/26/2014",18,44.96,56.3471136776725
"12/26/2014",19,44.06,50.6871367371064
"12/26/2014",20,42.98,50.6871367371064
"12/26/2014",21,42.98,50.6871367371064
"12/26/2014",22,42.08,50.6871367371064
"12/26/2014",23,41,50.6871367371064
"12/27/2014",0,39.92,50.6871367371064
"12/27/2014",1,39.92,50.6871367371064
"12/27/2014",2,41,50.6871367371064
"12/27/2014",3,41,50.6871367371064
"12/27/2014",4,39.92,50.6871367371064
"12/27/2014",5,41,50.6871367371064
"12/27/2014",6,39.92,50.6871367371064
"12/27/2014",7,41,95.2555685137027
"12/27/2014",8,42.98,95.2555685137027
"12/27/2014",9,44.96,95.2555685137027
"12/27/2014",10,48.02,95.2555685137027
"12/27/2014",11,50,131.330243534597
"12/27/2014",12,51.98,131.330243534597
"12/27/2014",13,51.8,131.330243534597
"12/27/2014",14,51.98,131.330243534597
